Distance_(pixels),Gray_Value
1207,5.182
1208,4.818
1209,4.455
1210,4.455
1211,4.727
1212,4.273
1213,4.545
1214,3.818
1215,4.000
1216,3.818
1217,4.091
1218,4.545
1219,4.273
1220,3.909
1221,4.091
1222,3.545
1223,3.000
1224,3.364
1225,3.000
1226,3.455
1227,4.545
1228,4.273
1229,4.182
1230,3.545
1231,4.091
1232,3.909
1233,4.000
1234,3.636
1235,3.545
1236,3.091
1237,3.000
1238,3.182
1239,3.182
1240,3.182
1241,3.000
1242,2.818
1243,2.545
1244,3.000
1245,3.000
1246,2.818
1247,2.909
1248,3.182
1249,2.909
1250,2.818
1251,2.364
1252,2.273
1253,2.455
1254,2.182
1255,2.909
1256,2.909
1257,2.545
1258,2.273
1259,2.545
1260,2.273
1261,2.364
1262,1.909
1263,2.091
1264,1.364
1265,1.909
1266,2.000
1267,2.182
1268,2.091
1269,1.909
1270,1.545
1271,1.909
1272,1.636
1273,2.091
1274,2.273
