Distance_(pixels),Gray_Value
438,222.471
439,222.471
440,228.000
441,232.176
442,233.882
443,229.176
444,231.941
445,234.529
446,233.000
447,233.118
448,234.765
449,237.118
450,240.353
451,240.176
452,239.294
453,236.882
454,238.471
455,236.765
456,236.529
457,237.353
458,237.529
459,241.294
460,244.412
461,243.471
462,246.765
463,246.412
464,244.000
465,243.882
466,244.176
467,242.588
468,245.118
469,245.765
470,247.706
471,247.235
472,247.471
473,248.118
474,248.000
475,249.412
476,245.824
477,243.235
478,241.824
479,239.176
480,247.118
481,249.353
482,247.000
483,244.588
484,245.059
485,244.059
486,245.059
487,245.941
488,246.471
489,250.176
490,250.353
491,245.765
492,247.588
493,243.471
494,237.765
495,243.647
496,242.824
497,246.647
498,242.471
499,248.471
500,250.706
501,250.235
502,246.765
503,246.471
504,250.706
505,247.353
506,246.765
507,245.529
508,247.353
509,248.706
510,246.706
511,244.176
512,246.471
513,247.765
514,240.588
515,241.000
516,240.765
517,241.353
518,239.882
519,243.824
520,246.118
521,241.294
522,239.824
523,241.412
524,249.235
525,249.765
526,252.000
527,254.529
528,250.765
529,243.235
530,244.588
531,250.353
532,252.059
533,250.294
534,245.882
535,245.824
536,249.118
537,251.765
538,252.176
539,249.471
540,250.824
541,250.412
542,251.294
543,244.294
544,242.529
545,247.176
546,248.353
547,248.706
548,247.412
549,252.647
550,249.118
551,246.824
552,244.118
553,247.765
554,248.000
555,249.882
556,246.588
557,249.941
558,252.588
559,248.882
560,248.647
561,247.529
562,246.118
563,250.882
564,243.353
565,241.412
566,243.176
567,249.647
568,245.765
569,242.000
570,246.588
571,247.647
572,253.353
573,254.471
574,253.000
575,250.765
576,246.059
577,242.412
578,239.353
579,238.647
580,237.000
581,243.882
582,243.882
583,248.118
584,242.059
585,237.706
586,242.353
587,243.118
588,240.529
589,240.412
590,248.294
591,254.471
592,255.000
593,251.176
594,248.706
595,245.706
596,242.471
597,244.824
598,248.588
599,250.059
600,251.176
601,254.353
602,255.000
603,250.706
604,248.765
605,255.000
606,255.000
607,255.000
608,255.000
609,245.824
610,244.588
611,245.588
612,248.294
613,252.882
614,247.882
615,243.235
616,239.647
617,245.118
618,248.353
619,242.353
620,237.588
621,236.529
622,238.882
623,245.059
624,238.529
625,242.353
626,233.118
627,238.294
628,232.941
629,235.529
630,238.294
631,238.824
632,240.471
633,237.824
634,237.059
635,236.118
636,239.941
637,240.353
638,239.412
639,243.706
640,241.471
641,236.059
642,237.294
643,238.882
644,235.353
645,240.882
646,240.000
647,242.529
648,243.294
649,239.706
650,236.235
651,237.118
652,238.000
653,236.235
654,231.824
655,229.176
656,232.059
657,231.882
658,232.294
659,238.941
660,238.059
661,235.588
662,235.353
663,228.353
664,227.647
665,231.059
666,239.412
667,242.529
668,244.176
669,238.353
670,239.059
671,239.294
672,241.412
673,242.294
674,244.706
675,243.647
676,247.294
677,238.765
678,232.824
679,235.059
680,238.059
681,241.176
682,238.235
683,239.235
684,239.353
685,239.824
686,236.000
687,237.235
688,236.529
689,240.588
690,240.588
691,240.176
692,243.294
693,240.706
694,238.824
695,239.882
696,240.882
697,239.765
698,237.000
699,233.765
700,232.647
701,234.118
702,235.882
703,241.882
704,240.353
705,235.765
706,235.882
707,232.412
708,233.941
709,234.588
710,234.588
711,232.941
712,231.647
713,234.118
714,234.647
715,233.412
716,237.176
717,236.765
718,232.765
719,233.706
720,232.588
721,229.176
722,229.824
723,236.235
724,232.471
725,234.471
726,236.941
727,236.235
728,239.529
729,239.294
730,238.647
731,237.647
732,228.235
733,225.765
734,226.529
735,226.471
736,226.941
737,225.235
738,226.529
739,225.765
740,226.882
741,230.176
742,238.412
743,236.176
744,236.000
745,225.059
746,223.471
747,224.353
748,221.824
749,220.059
750,223.176
751,230.059
752,230.706
753,232.529
754,232.412
755,227.294
756,230.000
757,242.294
758,239.765
759,236.353
760,231.647
761,228.235
762,226.294
763,227.647
764,225.588
765,229.824
766,225.000
767,222.353
768,222.118
769,218.706
770,221.706
771,220.941
772,222.059
773,225.235
774,218.471
775,217.412
776,219.706
777,224.882
778,227.059
779,225.765
780,218.118
781,212.941
782,212.588
783,213.294
784,213.353
785,219.824
786,219.353
787,222.588
788,226.471
789,227.824
790,219.471
791,214.294
792,210.059
793,210.294
794,216.706
795,216.706
796,222.412
797,224.118
798,218.647
799,217.176
800,218.588
801,213.529
802,213.294
803,213.412
804,210.059
805,210.824
806,211.235
807,213.176
808,215.529
809,212.941
810,208.588
811,211.471
812,208.824
813,213.706
814,219.706
815,213.235
816,205.588
817,204.647
818,206.353
819,206.882
820,205.765
821,202.235
822,200.471
823,199.235
824,200.118
825,201.353
826,201.941
827,197.706
828,194.000
829,194.706
830,208.765
831,207.294
832,208.588
833,201.235
834,198.588
835,200.529
836,201.588
837,197.765
838,198.294
839,198.118
840,198.471
841,196.471
842,198.294
843,197.235
844,201.765
845,196.824
846,190.765
847,190.059
848,195.235
849,196.765
850,194.118
851,190.118
852,192.118
853,197.000
854,198.118
855,193.118
856,192.706
857,189.765
858,190.412
859,188.647
860,189.882
861,190.529
862,181.235
863,178.412
864,182.235
865,182.176
866,187.000
867,194.412
868,193.059
869,188.765
870,183.824
871,181.529
872,178.588
873,177.588
874,179.118
875,178.059
876,175.176
877,176.824
878,174.588
879,166.176
880,164.118
881,164.353
882,165.882
883,170.412
884,179.000
885,186.000
886,180.941
887,178.412
888,170.824
889,163.353
890,162.706
891,165.235
892,162.471
893,166.235
894,163.059
895,165.706
896,168.882
897,164.529
898,163.824
899,164.941
900,164.000
901,159.118
902,153.471
903,150.000
904,150.647
905,153.000
906,144.824
907,144.176
908,146.294
909,146.588
910,139.000
911,141.588
912,147.059
913,142.059
914,138.059
915,137.706
916,136.176
917,136.176
918,131.588
919,134.412
920,139.706
921,129.647
922,116.588
923,122.000
924,128.824
925,136.706
926,135.588
927,135.294
928,128.765
929,124.882
930,121.647
931,121.471
932,124.765
933,125.647
934,118.882
935,116.882
936,115.118
937,108.235
938,104.353
939,105.765
940,102.353
941,101.588
942,102.059
943,102.059
944,105.706
945,100.882
946,107.529
947,108.412
948,90.294
949,74.471
950,72.118
951,78.882
952,75.647
953,67.294
954,68.000
955,70.471
956,73.647
957,76.176
958,74.471
959,75.941
960,73.294
961,53.882
962,52.412
963,49.529
964,44.294
965,44.941
966,44.353
967,48.471
968,45.529
969,44.176
970,43.765
971,46.294
972,53.706
973,54.118
974,47.176
975,40.235
976,35.706
977,39.000
978,41.647
979,46.059
980,45.588
981,43.176
982,36.353
983,38.471
984,41.235
985,40.706
986,40.353
987,39.706
988,42.176
989,42.235
990,40.471
991,35.529
992,34.471
993,39.941
994,42.765
995,39.412
996,34.235
997,27.824
998,24.000
999,22.294
1000,20.412
1001,21.176
1002,21.824
1003,22.059
1004,23.059
1005,23.529
1006,23.588
1007,22.471
1008,21.824
1009,20.118
1010,25.059
1011,35.529
1012,47.176
1013,52.882
1014,54.647
1015,49.765
1016,38.882
1017,38.471
1018,46.412
1019,50.471
1020,46.000
1021,37.471
1022,39.588
1023,47.529
1024,46.000
1025,41.882
1026,42.118
1027,43.588
1028,46.412
1029,53.412
1030,55.941
1031,57.765
1032,55.235
1033,51.588
1034,49.588
1035,46.706
1036,48.824
1037,52.941
1038,53.235
1039,55.941
1040,55.529
1041,56.059
1042,57.765
1043,62.588
1044,62.824
1045,63.824
1046,63.412
1047,63.588
1048,58.647
1049,57.235
1050,61.294
1051,64.176
1052,63.529
1053,67.765
1054,74.647
1055,73.588
1056,76.000
1057,80.882
1058,81.647
1059,88.529
1060,82.529
1061,81.529
1062,87.000
1063,78.941
1064,75.706
1065,79.588
1066,79.529
1067,75.765
1068,79.235
1069,87.647
1070,88.765
1071,80.824
1072,82.059
1073,84.824
1074,99.294
1075,96.529
1076,93.765
1077,84.294
1078,73.059
1079,79.412
1080,79.471
1081,84.294
1082,95.059
1083,101.647
1084,105.118
1085,104.294
1086,99.353
1087,93.412
1088,88.765
1089,87.118
1090,80.882
1091,78.765
1092,90.706
1093,109.294
1094,113.294
1095,109.824
1096,106.471
1097,101.882
1098,99.000
1099,107.765
1100,114.529
1101,114.941
1102,111.882
1103,103.765
1104,110.765
1105,114.000
1106,107.588
1107,111.529
1108,108.882
1109,101.176
1110,108.882
1111,115.647
1112,110.000
1113,112.412
1114,115.176
1115,118.176
1116,115.882
1117,114.412
1118,113.765
1119,111.059
1120,111.941
1121,115.000
1122,112.118
1123,101.294
1124,105.588
1125,106.765
1126,106.294
1127,113.353
1128,118.176
1129,116.706
1130,118.882
1131,117.706
1132,113.471
1133,115.941
1134,116.294
1135,118.765
1136,116.412
1137,110.471
1138,110.118
1139,112.118
1140,115.412
1141,113.882
1142,111.647
1143,108.647
1144,108.824
1145,114.353
1146,118.118
1147,121.000
1148,118.294
1149,113.000
1150,113.294
1151,110.765
1152,109.412
1153,111.765
1154,115.294
1155,115.647
1156,116.176
1157,114.294
1158,112.000
1159,108.941
1160,109.118
1161,109.882
1162,110.235
1163,109.176
1164,105.647
1165,106.059
1166,106.706
1167,107.882
1168,105.647
1169,103.529
1170,104.706
1171,104.588
1172,104.471
1173,104.882
1174,105.294
1175,102.706
1176,101.353
1177,101.529
1178,104.118
1179,101.471
1180,98.235
1181,99.235
1182,99.941
1183,99.412
1184,100.059
1185,98.235
1186,95.529
1187,92.529
1188,89.647
1189,88.118
1190,86.059
1191,82.059
1192,85.353
1193,94.000
1194,101.412
1195,101.824
1196,92.529
1197,86.882
1198,85.824
1199,89.647
1200,89.059
1201,86.882
1202,82.176
1203,81.471
1204,81.588
1205,84.294
1206,83.412
1207,79.941
1208,76.882
1209,77.294
1210,79.647
1211,79.235
1212,79.882
1213,80.294
1214,78.765
1215,75.824
1216,75.706
1217,75.529
1218,74.706
1219,70.706
1220,73.647
1221,78.059
1222,78.765
1223,74.882
1224,69.706
1225,70.882
1226,71.059
1227,74.765
1228,72.647
1229,68.706
1230,69.412
1231,70.588
1232,68.471
1233,68.588
1234,66.588
1235,66.235
1236,65.000
1237,65.765
1238,62.765
1239,64.000
1240,64.059
1241,68.706
1242,68.882
1243,67.353
1244,62.118
1245,56.941
1246,53.941
1247,55.353
1248,56.294
1249,59.471
1250,57.471
1251,56.294
1252,55.000
1253,55.882
1254,55.353
1255,53.706
1256,49.824
1257,46.118
1258,45.706
1259,47.412
1260,48.059
1261,53.529
1262,52.824
1263,52.471
1264,50.941
1265,46.941
1266,42.059
1267,42.059
1268,41.000
1269,40.118
1270,39.706
1271,39.235
1272,39.000
1273,40.824
1274,44.765
1275,44.706
1276,40.882
1277,39.176
1278,36.588
